ER66001,ER66002,ER67883,ER70882,ER71485,ER71570,ER71571
2,762,0,1,-10000,38.594,18406.123
2,656,0,1,925000,19.312,6938.752
2,717,0,1,3835000,39.037,18134.962
2,4091,0,1,633300,56.669,32175.283
2,4286,0,1,30000,28.459,25353.981
2,2119,0,4,237000,25.375,43667.808
2,4871,0,1,64000,51.259,34930.135
2,5379,0,1,-4596,39.793,39556.855
2,6118,0,1,26400,27.406,22121.621
2,5603,0,1,45750,25.466,34144.45
2,9571,0,1,83010,14.691,12709.925
2,5572,0,1,108000,27.831,17384.088
2,5950,0,1,542,15.167,6050.036
2,4359,0,1,61300,62.24,42450.223
2,8900,0,1,12016,27.177,27443.511
2,5885,0,1,50000,15.56,10822.954
2,5565,0,1,-30820,15.359,10506.86
2,2281,0,2,617000,29.424,7599.981
2,1361,0,2,92400,16.532,9680.411
2,2405,0,2,84000,11.576,7915.108
2,2689,0,1,300000,30.944,20120.214
2,2564,0,1,515500,31.887,27825.266
2,3395,0,1,240000,14.236,11553.608
2,3164,0,1,170000,14.773,11111.804
2,3713,0,1,12000,39.81,15233.781
2,655,0,1,7000,35.356,25429.304
2,629,0,1,418000,36.992,15227.843
2,327,0,1,1195000,20.033,8906.84
2,347,0,1,146000,20.389,17018.425
2,3923,0,1,185000,14.631,7456.01
2,8607,0,1,51000,68.763,36239.692
2,201,0,1,331600,77.143,59420.339
2,693,0,1,33587,80.783,46172.424
2,322,0,1,532000,30.995,25046.003
2,1262,0,1,223000,71.606,53309.246
2,1239,0,1,821000,36.357,14280.752
2,1276,0,1,760000,30.101,18024.862
2,1207,0,1,621655,59.591,22454.214
2,1297,0,1,541000,18.158,13408.818
2,1883,0,1,119000,15.799,7948.162
2,4951,0,1,1335000,85.911,60793.13
2,4658,0,1,381000,76.585,56872.715
2,8888,0,1,566000,38.617,25334.017
2,3869,0,1,5000,47.921,23209.685
2,6320,0,1,7000,28.866,23176.865
2,9069,0,1,-2300,22.156,17200.1
2,5344,0,1,840000,23.695,10900.8
2,4743,0,1,825000,23.58,10268.774
2,6323,0,1,-24000,8.964,5598.874
2,539,0,1,9000,75.877,31174.48
2,69,0,1,10500,70.27,60738.42
2,5372,0,1,138200,31.934,18294.558
2,3910,0,1,46000,33.463,10220.386
2,9330,0,1,4000,26.553,9913.979
2,4023,0,1,78000,15.86,8766.582
2,5772,0,1,1920000,61.74,35785.894
2,7893,0,1,514000,29.839,11404.45
2,5873,0,1,6300,17.413,11699.289
2,5001,0,1,179500,21.075,14154.924
2,6354,0,1,70000,19.49,8893.816
2,5137,0,1,623000,32.575,19767.189
2,7640,0,1,-19500,9.16,5246.927
2,5079,0,1,13000,19.959,11188.342
2,8255,0,1,390000,15.857,8888.759
2,8500,0,1,2500,17.063,9972.702
2,4164,0,1,234000,66.54,23861.266
2,9483,0,1,436700,28.688,21989.299
2,4003,0,1,2567000,23.206,12062.029
2,6356,0,1,-4300,28.979,16072.174
2,4310,0,1,31300,15.271,6968.662
2,9425,0,1,380000,30.051,11259.669
2,799,0,1,141000,63.164,38789.325
2,1939,0,1,2500,14.725,5766.445
2,1477,0,1,27000,14.791,3650.905
2,1348,0,1,1085000,27.406,22957.569
2,1935,0,1,54700,32.778,15243.829
2,4953,0,1,585000,77.751,33046.149
2,7930,0,1,283000,73.007,31787.193
2,8984,0,1,-22000,16.932,6128.565
2,8608,0,1,29000,35.26,25234.598
2,8601,0,1,139000,17.747,9470.192
2,2141,0,1,5000,60.678,42526.059
2,1178,0,1,10000,29.689,26979.478
2,1050,0,1,135500,32.952,28754.316
2,1760,0,1,2160000,36.911,25846.448
2,2369,0,1,93480,32.113,19037.47
2,9345,0,1,149500,26.311,18141.158
2,3835,0,1,0,21.664,19137.646
2,3860,0,1,5,44.571,34953.571
2,5017,0,1,245000,14.481,8980.334
2,8380,0,1,-500,14.447,16446.567
2,8336,0,1,-8000,25.378,17882.998
2,4441,0,1,163500,24.644,18135.242
2,4461,0,1,122000,51.862,27959.333
2,4487,0,1,90000,14.284,8857.855
2,4965,3400,1,-13363,54.746,43546.578
2,4905,0,1,475000,16.63,14815.599
2,3813,0,1,22000,15.938,13126.941
2,8811,0,1,3900,45.352,25185.332
2,8886,0,1,73400,7.228,6439.299
2,3964,0,1,24300,41.565,34164.55
2,3827,0,1,99800,33.399,30496.069
2,9449,0,1,137040,13.561,10016.822
2,9048,0,1,278000,30.089,18153.137
2,6950,0,1,48000,33.166,13949.021
2,1389,0,1,197000,17.046,14492.392
2,1356,0,1,355000,16.927,12817.934
2,1335,0,1,-49500,11.694,8383.071
2,1138,0,7,271200,24.568,14646.342
2,2468,0,7,192000,16.804,10007.722
2,2033,0,1,-14000,8.781,3135.091
2,1504,0,1,15000,11.676,7591.352
2,3590,0,1,566000,33.666,18485.352
2,3461,0,1,30500,39.587,24420.597
2,2565,0,1,6000,29.889,13349.025
2,2910,0,1,97000,29.829,17846.512
2,508,0,1,2905000,32.641,11403.216
2,263,0,1,3180000,64.704,19671.482
2,5803,0,1,5900,69.004,33953.801
2,4957,0,1,163000,30.808,17035.735
2,4165,0,1,46000,37.128,20532.291
2,7980,0,1,3250,30.6,18175.261
2,5779,0,1,-11200,28.752,19031.33
2,4115,0,1,440000,34.681,16870.447
2,6925,0,1,18167,17.569,6791.046
2,4047,0,1,150000,26.178,19763.973
2,5647,0,1,23500,12.911,10254.755
2,8623,0,1,70792,11.932,8771.938
2,3911,0,1,164500,23.771,12815.189
2,9574,0,1,8000,24.526,14818.715
2,8113,0,1,-43000,7.076,5390.777
2,1240,0,1,378600,15.41,7509.748
2,1183,0,1,300,23.388,11598.788
2,1426,0,1,197000,15.371,15168.227
2,2524,0,1,118330,18.759,14083.573
2,1474,0,1,29500,10.592,16716.712
2,8525,0,2,1705,3.824,2005.265
2,9358,0,2,155000,1.558,1574.171
2,5629,0,2,52517,18.299,10259.23
2,6561,0,2,71000,4.318,1895.384
2,876,0,1,52900,49.303,35618.49
2,7561,0,1,92000,8.209,6120.232
2,8634,0,1,115000,10.956,8141.004
2,5752,0,1,277000,5.793,5937.915
2,5136,0,1,594000,26.644,12094.74
2,9185,0,1,321500,3.947,4144.897
2,5589,0,1,112700,67.468,28747.644
2,5522,0,1,188000,58.421,54688.322
2,5732,0,1,123000,31.083,16636.751
2,6427,0,1,855000,16.453,10935.823
2,7106,0,1,161000,66.477,22943.509
2,5341,0,1,39000,30.261,20643.791
2,7030,0,7,9000,51.889,63302.326
2,6154,0,1,-39000,13.916,8707.979
2,1370,0,1,9000,73.96,43289.89
2,2095,0,1,-344000,29.547,16059.507
2,1470,0,1,382000,30.234,16718.057
2,1622,0,1,27000,19.037,17273.103
2,3209,0,1,32000,19.726,20712.935
2,3735,0,1,134000,25.801,14809.704
2,3731,0,1,217500,36.041,27094.907
2,2909,0,1,81500,15.81,9992.072
2,3605,0,7,33600,13.864,12654.339
2,266,0,1,851000,22.153,12577.763
2,199,0,1,-21000,30.735,22118.819
2,240,0,1,366000,29.968,18753.902
2,382,0,1,18000,16.241,10943.139
2,144,0,1,-40000,10.049,5202.6
2,280,0,1,-5600,10.601,5965.262
2,4566,0,1,2923500,28.976,18678.183
2,4560,0,1,140000,33.92,16104.045
2,4699,0,1,28000,36.182,13290.85
2,6333,0,1,231000,19.84,12392.354
2,1029,0,1,3220000,24.678,15223.354
2,1856,0,1,934000,33.498,25801.859
2,1179,0,1,953200,35.804,17729.573
2,1126,8000,1,15125,60.15,39097.311
2,1115,0,1,260000,19.825,14460.498
2,1571,0,1,1790000,22.808,16635.928
2,1195,0,1,5000,35.608,16414.646
2,1063,0,1,45000,17.519,15776.3
2,2396,0,1,0,38.907,19523.889
2,1214,0,1,630000,32.935,18603.039
2,1232,0,1,672500,10.605,8035.08
2,1073,0,1,193000,10.594,7727.461
2,1120,0,1,445220,10.78,6513.411
2,1080,0,1,77000,17.188,11419.415
2,2063,0,1,-6000,19.298,13084.874
2,2326,0,1,-90000,16.221,7488.586
2,1140,0,1,116200,16.987,8794.742
2,246,0,1,28500,66.52,29725.275
2,241,0,1,4570,68.762,25258.566
2,1394,0,1,625000,61.368,39602.443
2,2260,0,1,5000,27.185,14910.043
2,1809,0,1,8000,5.683,3538.504
2,6250,0,1,34600,38.732,36674.075
2,4724,0,1,23300,19.144,10344.994
2,3823,0,1,1190000,19.775,10164.723
2,7197,0,1,6842,69.807,39464.395
2,6586,0,1,875000,36.514,19099.974
2,6236,0,1,752000,32.782,14473.48
2,7155,0,1,803000,29.939,13089.88
2,6452,0,1,455000,34.352,13518.164
2,7015,0,1,205000,38.419,19241.02
2,6844,0,1,233000,19.809,8054.943
2,7455,0,1,105000,16.539,6725.414
2,6657,0,1,120500,17.411,7079.843
2,6873,0,1,96684,18.504,9492.451
2,7216,0,1,3865000,19.087,10199.479
2,7566,0,1,222000,16.93,4707.418
2,6984,0,1,110000,35.041,7524.345
2,7476,0,1,-45000,34.957,16338.245
2,6543,0,1,2270000,35.669,15356.176
2,6666,0,1,144000,19.546,14433.838
2,6603,0,1,455000,15.767,8425.326
2,7311,0,1,35000,17.491,4863.405
2,6389,0,1,104800,70.307,55781.03
2,6280,0,1,585000,34.849,20459.646
2,9155,0,1,926000,31.195,16812.421
2,9094,0,1,60000,18.587,19024.017
2,7091,0,1,212000,15.583,8163.605
2,9478,0,1,2051000,16.653,8560.173
2,5551,0,1,123000,26.419,13935.344
2,8008,0,1,48100,28.223,30550.863
2,6125,0,1,0,25.92,14635.252
2,8835,0,1,7008,34.296,22468.562
2,1137,0,2,27700,43.645,21900.436
2,1450,0,2,67070,12.99,6914.167
2,1349,0,2,6130,65.588,35461.64
2,1129,0,2,37000,32.532,13915.576
2,2057,0,2,30050,47.16,29156.634
2,1938,0,2,10000,14.791,8294.518
2,1908,0,2,4700,42.839,23132.393
2,1385,0,2,0,42.59,25026.075
2,2026,0,2,101500,22.99,14213.55
2,1704,0,2,15000,44.708,23219.723
2,4996,0,2,0,57.094,23640.652
2,5191,0,2,13700,31.591,11149.233
2,4549,0,2,46585,35.221,13982.36
2,6291,0,2,17200,26.552,14677.553
2,5611,0,2,0,25.282,14360.723
2,5917,0,2,-120000,6.267,2387.325
2,4231,0,2,-8900,28.397,11550.989
2,4526,0,2,21000,35.32,7603.754
2,5616,0,2,10000,25.629,22217.445
2,5350,0,2,32500,12.674,5459.134
2,5352,0,2,38500,23.769,10643.336
2,5077,0,2,17025,34.437,22212.529
2,4070,0,1,75000,68.932,34412.516
2,7602,0,1,6053000,60.186,33423.1
2,7464,0,1,675000,31.768,20655.99
2,6457,0,1,61500,95.419,51441.356
2,2664,0,1,-1000,81.364,45539.921
2,735,0,1,171632,77.706,22565.41
2,2647,0,1,325000,25.111,9338.263
2,2576,0,1,582000,22.379,16108.025
2,2745,0,1,1700,16.338,9400.379
2,3744,0,1,37500,7.789,7005.949
2,2618,0,1,123000,13.582,8525.413
2,253,0,1,850000,25.824,13621.754
2,217,0,1,117000,14.14,13919.263
2,3026,0,1,39000,32.356,19288.91
2,3110,0,1,16000,24.149,15354.396
2,3040,0,1,33000,8.312,6313.085
2,6668,0,1,598000,39.316,18087.032
2,7207,0,1,2240000,38.917,15375.223
2,7256,0,1,0,91.095,54305.949
2,7272,0,1,1000,91.647,45564.679
2,8360,0,1,27000,27.829,17103.388
2,6050,0,1,38000,40.534,26644.949
2,7290,0,1,6000,38.152,25079.146
2,6264,0,1,955000,44.649,34761.166
2,7475,0,1,410300,17.927,11910.519
2,7122,0,1,67000,21.605,15218.723
2,356,0,1,867000,31.8,28162.904
2,932,0,1,-9000,31.838,24218.211
2,906,0,1,428000,29.804,12717.412
2,788,0,1,68000,32.688,19867.095
2,621,0,1,216000,30.764,16866.927
2,4035,0,1,101500,66.943,45455.325
2,7179,0,1,161500,30.16,15303.043
2,8238,0,1,32000,4.329,2341.312
2,8943,0,1,150000,16.61,9155.571
2,7373,0,1,-24300,27.188,17871.981
2,5817,0,1,-54500,32.798,9575.803
2,7628,0,1,274000,19.097,13542.037
2,6364,0,1,269000,29.772,13696.272
2,7378,0,1,115500,29.356,25815.049
2,7097,0,1,44000,5.524,2547.513
2,8638,0,1,13000,15.464,10131.441
2,3702,0,1,-25500,35.97,23389.873
2,1887,0,1,1080000,37.969,19118.383
2,1416,0,1,573000,46.47,44235.157
2,1755,0,1,231000,39.245,21802.412
2,1273,0,1,2102000,24.091,14555.842
2,1775,0,1,638000,19.997,11068.178
2,2290,0,1,-26582,19.106,10480.434
2,8867,0,1,208000,18.528,15259.719
2,4553,0,1,396000,34.905,17710.634
2,8046,0,1,640000,8.757,5393.073
2,9452,0,1,87000,96.43,57360.733
2,9256,0,1,2680000,53.744,32664.5
2,9477,0,1,17000,43.099,28518.104
2,5190,0,1,10000,17.788,9416.065
2,5086,0,1,110000,33.148,20243.916
2,2151,0,1,1001800,42.116,25052.418
2,2104,0,1,454000,21.356,13996.237
2,2135,0,1,265000,21.385,17850.2
2,1194,0,1,7600,91.428,39807.683
2,2438,0,1,380000,80.353,31857.767
2,1842,0,1,-33000,42.796,38880.209
2,1538,0,1,140000,22.044,14441.794
2,3125,0,1,107042,61.056,30642.676
2,2856,0,1,725500,32.366,23297.018
2,2870,0,1,456601,25.508,14619.512
2,3471,0,1,35000,32.445,21309.451
2,3646,0,1,3800,33.315,11152.585
2,3303,0,1,4500,14.974,13206.758
2,3261,0,1,478000,20.167,6745.951
2,2869,0,1,28000,14.758,9292.535
2,6306,0,1,215000,66.954,29894.973
2,4745,0,1,205300,32.613,18117.982
2,6674,0,1,32000,18.413,6176.668
2,6099,0,1,18300,16.489,8919.984
2,5849,0,1,1167000,31.476,14943.371
2,6700,0,1,150,33.072,13074.616
2,5018,0,1,-41000,13.213,5346.034
2,6213,0,1,112000,10.858,4954.864
2,5304,0,1,-69500,19.936,6088.922
2,5847,0,1,497000,34.691,23772.918
2,4105,0,1,187000,32.517,17987.987
2,5746,0,1,150000,15.429,7175.377
2,6173,15000,1,-153990,20.792,12617.213
2,7042,0,2,278000,16.307,9147.842
2,1044,0,1,-7500,74.155,21590.899
2,2452,0,1,-73397,20.618,10674.947
2,1662,0,2,9000,19.045,7973.711
2,1688,0,2,104000,60.364,19373.638
2,1681,0,2,431000,36.958,18032.382
2,2469,0,2,129300,51.998,34347.959
2,2032,0,2,5900,61.07,32929.387
2,5113,0,1,1091500,71.735,40420.104
2,9461,0,1,90500,36.684,9036.502
2,9394,0,1,3095000,11.573,10563.178
2,6344,0,1,19400,62.524,34154.689
2,9019,0,1,20200,11.591,7759.435
2,8493,0,1,1365000,31.497,22160.677
2,4381,0,1,3000,13.931,6478.604
2,4228,0,1,41000,18.412,11869.685
2,8877,0,1,3257,34.433,20451.921
2,97,0,1,387500,71.422,52991.748
2,596,0,1,229000,35.739,24012.35
2,157,0,1,23000,60.96,27302.627
2,1463,0,1,71800,34.172,19576.985
2,1496,0,1,587500,31.778,12145.535
2,1831,0,1,675500,36.521,19343.805
2,1820,0,1,100100,45.815,23943.754
2,1221,0,1,40000,11.48,5445.754
2,1316,0,1,212000,14.451,14548.995
2,1824,0,1,60500,32.713,7731.846
2,1757,0,1,-12100,14.808,9801.611
2,2048,0,1,-7900,32.182,21078.925
2,1159,0,1,348000,14.441,8552.045
2,1180,0,1,117360,15.206,7213.566
2,2108,0,1,53200,16.387,5887.96
2,672,0,1,1354000,34.248,11732.124
2,316,0,1,888000,31.861,17996.117
2,946,0,1,340000,28.824,20772.551
2,2703,0,1,701000,34.799,28697.627
2,918,0,1,695000,37.994,17580.46
2,117,0,1,453000,76.674,29888.18
2,391,0,1,94000,43.239,28189.163
2,807,0,1,139750,42.642,25881.401
2,795,0,1,71000,30.099,23346.958
2,683,0,3,13200,36.303,17610.969
2,329,0,1,60000,52.086,35107.234
2,105,0,1,155000,65.04,34277.585
2,204,0,1,14000,16.859,10417.127
2,331,0,1,-33400,17.176,9684.802
2,852,0,1,3388000,32.834,12575.71
2,819,0,1,114000,11.954,10915.302
2,273,0,1,224000,32.026,20667.419
2,7430,0,1,31000,75.84,40639.599
2,7933,0,1,417000,34.408,28374.769
2,4280,0,1,833000,35.225,23167.546
2,8159,0,1,276000,13.576,10341.846
2,7320,0,1,-18000,4.137,2665.115
2,3848,0,1,20,82.221,63298.171
2,401,0,1,50000,22.051,19854.311
2,4569,0,1,48500,10.226,6341.861
2,4711,0,1,411000,15.984,13071.987
2,4684,0,1,40000,30.634,27582.285
2,9137,0,1,10000,10.875,8826.105
2,2557,0,1,126000,41.652,37409.998
2,3463,0,1,3190000,20.003,20034.853
2,600,0,1,150000,62.169,42401.798
2,7876,0,1,2300,26.467,17551.889
2,5144,0,1,136300,10.606,7966.864
2,8093,0,1,5300,20.764,17566.288
2,6332,0,1,936700,10.237,6062.594
2,5121,0,1,68000,7.267,6473.598
2,172,0,1,325000,34.825,20381.482
2,956,0,1,46000,31.531,28389.477
2,375,0,1,47500,17.186,17902.102
2,359,0,1,411200,26.339,13310.831
2,664,0,1,98000,25.719,14699.981
2,200,0,1,140000,14.666,9160.517
2,7403,0,1,95054,46.681,26939.265
2,5181,0,1,385000,24.902,14933.025
2,4412,0,1,-62000,48.901,29286.411
2,4320,0,1,735000,46.254,20387.105
2,9506,0,1,15000,24.329,11322.706
2,4408,0,1,424000,39.801,24495.013
2,8576,0,1,20500,37.29,29254.835
2,3855,0,1,349540,43.822,21904.34
2,4222,0,1,1675000,48.353,26014.785
2,4269,0,1,1795000,48.668,21612.745
2,4214,0,1,4255000,42.58,18542.802
2,4618,0,1,1612000,26.956,12545.078
2,4785,0,1,810000,23.079,10004.074
2,4559,0,1,-83000,49.633,32626.16
2,5277,0,1,824000,43.376,15702.041
2,5794,0,1,110000,50.098,14034.192
2,2707,0,1,-95000,91.909,28156.87
2,2669,0,1,66700,43.392,24801.181
2,3115,0,1,-15400,46.696,30695.528
2,2685,0,1,169000,21.565,11663.679
2,2744,0,1,233000,20.977,11427.422
2,2831,0,1,284000,46.473,23663.526
2,3707,0,1,80771,25.719,12880.838
2,2801,0,1,715000,24.298,15250.668
2,2754,0,1,-120600,24.839,15515.194
2,4807,0,1,2935000,85.948,42560.433
2,9226,0,1,14825000,43.859,26602.308
2,9442,0,1,480000,19.93,12314.745
2,5362,0,1,1130000,71.79,42666.422
2,7664,0,1,227500,57.581,21871.599
2,9348,0,1,360000,20.702,7783.384
2,7368,0,1,12060000,40.315,18262.304
2,6669,0,1,80000,19.621,9131.605
2,5179,0,1,3200000,19,7182.963
2,5703,0,1,895000,85.164,62883.174
2,8508,0,1,645000,54.886,35675.728
2,4730,0,1,42500,36.819,14230.764
2,6160,0,1,1288872,36.154,18778.137
2,5552,0,1,1865000,36.366,18888.509
2,5801,0,1,1020700,18.384,6950.266
2,2007,0,1,10316000,60.733,22842.606
2,2044,0,1,2775500,58.157,21913.875
2,528,0,1,6294000,15.258,6962.881
2,232,0,1,460000,29.343,15889.023
2,622,0,1,159000,15.008,6898.17
2,393,0,1,60000,69.995,30704.91
2,131,0,1,-78000,39.036,24539.221
2,399,0,1,334400,25.211,15617.26
2,407,0,1,-21000,15.027,8305.997
2,945,0,1,-15000,6.656,3551.789
2,7233,0,1,38170,24.193,25653.846
2,5868,0,1,918000,24.257,21840.553
2,2981,0,1,-73000,30.051,10878.413
2,3291,0,1,-4000,30.755,16838.6
2,3160,0,1,-13000,16.19,8275.879
2,3450,0,1,-11700,12.648,11039.122
2,6111,0,1,465000,26.085,13024.873
2,9062,0,1,693000,32.889,24739.2
2,8619,0,1,367800,14.015,6875.384
2,6185,0,2,55500,12.223,6516.282
2,9340,0,2,-53250,11.732,5233.541
2,2709,0,1,2985000,68.227,19864.908
2,3300,0,1,1725000,58.539,21603.944
2,3385,0,1,100000,14.455,7846.04
2,3687,0,1,221000,15.321,7124.995
2,2740,0,1,-1000,19.051,5224.808
2,3067,0,1,5527333,37.587,15703.854
2,2719,0,1,54000,17.655,8050.858
2,3258,0,1,2769475,18.739,11186.528
2,2759,0,1,916000,14.582,9761.804
2,7376,0,1,285000,29.303,11373.71
2,5540,0,1,47000,48.325,31413.309
2,8759,0,1,7000,14.697,8988.509
2,3817,0,1,54000,29.673,9530.953
2,6464,0,1,-13700,14.861,9182.532
2,1404,0,1,592200,84.067,48469.772
2,2517,0,1,49000,53.72,28636.548
2,1201,0,1,1453000,43.97,33073.774
2,576,0,2,50300,83.453,38939.359
2,891,0,2,205000,50.054,22785.39
2,4175,0,2,85000,45.196,23700.303
2,5855,0,2,201000,25.504,11650.738
2,5023,0,2,43000,29.381,18633.442
2,6135,0,2,92000,19.696,7007.771
2,848,0,1,1300000,31.642,18127.273
2,964,0,1,200000,29.644,20876.501
2,998,0,1,155000,32.168,18428.902
2,992,0,1,162000,29.538,13132.991
2,1153,0,1,1055000,66.547,31265.262
2,1369,0,1,15100,57.862,29350.001
2,1272,0,1,6000,30.501,15411.975
2,1300,0,1,26000,14.185,3352.562
2,1533,0,1,10000,29.497,18845.303
2,1325,0,1,731000,34.423,28496.744
2,2269,0,1,269800,28.896,16052.991
2,1954,0,1,212000,14.189,8473.827
2,1624,0,1,36030,14.236,7701.305
2,1527,0,1,0,17.153,15909.937
2,456,0,1,280000,77.423,38047.704
2,5072,0,1,155500,82.402,46584.8
2,4005,0,1,164150,82.343,36795.975
2,3908,0,1,743000,42.873,29305.836
2,4071,0,1,60300,47.473,19965.915
2,9460,0,1,2050,8.307,5007.145
2,9424,0,1,1030000,39.603,29899.383
2,7816,0,1,1538700,57.626,26525.636
2,7608,0,1,7000,72.823,39700.291
2,5249,0,1,1039000,13.363,8181.397
2,5394,0,1,17000,9.229,7370.83
2,5441,0,1,68200,70.698,35519.904
2,5573,0,1,-500,60.01,23392.411
2,5754,0,1,-122000,35.321,18199.602
2,8436,0,1,2500,30.926,25561.372
2,5178,0,1,129000,31.148,17304.097
2,6755,0,1,240000,31.431,17461.318
2,5741,0,1,750,69.752,39420.493
2,6063,0,1,224000,38.858,23195.391
2,5293,0,1,6020000,16.673,10104.583
2,5374,9800,1,104200,33.088,30933.48
2,6128,0,1,-22800,30.396,13613.692
2,6736,0,1,-165000,20.141,9987.263
2,9589,0,1,1121500,16.369,10994.266
2,5259,0,1,-13700,18.913,7358.469
2,6198,0,1,177000,10.476,4780.469
2,5517,0,1,-87700,16.588,7714.578
2,5128,0,1,8000,15.54,7397.931
2,5991,0,1,43000,16.401,11242.93
2,5266,0,1,74500,15.66,9843.321
2,7432,0,1,170000,15.666,9511.015
2,5279,0,1,37500,8.394,4604.578
2,7112,0,1,252000,8.395,3297.198
2,7936,0,1,9000,14.548,8041.595
2,5757,0,1,126000,15.521,7218.147
2,5406,0,1,96000,15.077,8451.798
2,6908,0,1,101350,15.723,12698.529
2,6078,0,1,-48500,7.684,4214.829
2,5511,0,1,229000,14.726,8143.79
2,5533,0,1,179000,15.305,9096.204
2,7360,0,1,20000,7.75,2970.679
2,6407,0,1,1313000,78.376,60369.816
2,5131,0,1,164700,25.03,7307.834
2,7849,0,1,0,15.118,10687.934
2,7644,0,1,1402500,3.637,2826.205
2,7019,0,1,-500,8.22,4530.933
2,567,0,1,266000,63.676,26603.634
2,617,0,1,-3000,28.996,18167.144
2,821,0,1,430500,31.694,23341.635
2,6477,0,1,145500,70.643,56047.61
2,4273,0,1,269000,35.1,23992.882
2,4097,0,1,38000,24.005,16272.148
2,4977,0,1,530000,65.049,37265.992
2,8730,0,1,80500,64.093,31018.985
2,4726,0,1,54000,14.986,12162.846
2,3987,0,1,25000,30.856,23988.591
2,4534,0,1,264000,33.798,32947.363
2,6047,0,1,562381,30.007,23000.324
2,753,0,1,6190000,54.357,19361.262
2,710,0,1,727400,28.355,25260.528
2,5104,0,1,165000,68.282,46364.187
2,7818,0,1,329000,32.343,21092.286
2,5091,0,1,11900,63.316,30665.98
2,4982,0,1,39800,64.532,34256.169
2,4564,0,1,-112000,7.963,5632.142
2,6961,0,1,146000,23.173,17653.112
2,7856,0,1,110000,15.294,7828.356
2,5367,0,1,370300,37.867,27865.53
2,5631,0,1,255000,31.902,12382.701
2,6837,0,1,329786,21.661,15799.693
2,6235,0,1,553000,71.04,48452.183
2,6263,0,1,50400,60.783,51520.322
2,6867,0,1,1850000,31.298,15936.588
2,5784,0,1,-162000,65.762,17036.137
2,6807,0,1,4350000,32.278,16312.256
2,8320,0,1,273615,15.034,13662.129
2,575,0,1,50000,62.79,47204.273
2,281,0,1,-61000,11.863,7993.501
2,705,0,1,317000,24.083,19580.703
2,5570,0,1,40001,31.175,19787.271
2,8705,1800,1,13702,9.964,6362.745
2,299,0,2,303000,5.74,2109.938
2,292,0,2,0,7.837,2967.502
2,481,0,2,20,8.871,6430.77
2,554,0,2,0,17.054,6982.574
2,116,0,2,0,4.577,2278.525
2,160,0,2,0,4.566,2289.902
2,3951,0,1,-15000,29.039,19094.626
2,4256,0,1,-1320,14.531,7155.116
2,6081,0,1,1457000,7.124,4767.036
2,6670,0,1,6200,14.339,7755.549
2,6567,0,1,89000,7.487,9488.682
2,1413,0,1,804000,45.228,21659.188
2,1032,0,1,0,55.683,21674.469
2,1825,0,1,942000,26.091,22400.45
2,1351,0,1,-29000,25.928,13212.832
2,1160,0,1,44000,49.439,28445.667
2,1103,0,1,2913750,46.91,25757.76
2,2353,0,1,231000,24.017,11782.281
2,8819,0,1,-51120,16.984,5455.253
2,6317,0,1,83000,26.723,21570.316
2,8724,0,1,32500,24.248,22140.444
2,8660,0,1,93000,15.224,7227.539
2,7029,0,1,13200,8.907,7191.433
2,8927,0,1,13800,11.858,8111.703
2,2420,0,1,804000,35.992,20435.28
2,2334,0,1,109500,25.639,15491.647
2,2845,0,1,4965000,24.446,11538.338
2,2752,0,1,357600,11.979,7093.984
2,3748,0,1,267000,12.863,7771.835
2,2764,0,1,483000,12.335,5346.762
2,2699,0,1,105000,66.439,25898.49
2,2681,0,1,-1100,19.238,11483.584
2,3133,0,1,-23395,43.685,19331.739
2,2675,0,1,-141100,34.631,17989.47
2,3654,0,1,253000,15.903,14167.704
2,1585,0,1,73000,23.103,21914.646
2,2522,0,1,345000,7.634,4188.496
2,1222,0,1,1500,27.391,16966.551
2,1255,0,1,-24901,21.668,18875.025
2,1625,0,1,-23500,21.215,7826.487
2,1707,0,1,6600,30.569,35327.455
2,1852,0,1,8010,6.856,1842.996
2,3898,0,1,6168000,67.854,27224.416
2,5287,0,1,641149,31.649,22235.436
2,7894,0,1,746000,31.773,11979.043
2,6045,0,1,284000,33.184,14476.108
2,6653,0,1,287000,16.512,8995.285
2,5815,0,1,-20000,16.718,6145.345
2,8836,0,1,-109100,16.252,4509.467
2,6738,0,1,-63000,16.534,8560.46
2,5878,0,1,-177205,35.259,20068.844
2,7970,0,1,-2000,10.976,5682.985
2,8066,0,1,-2500,16.917,7922.194
2,9419,0,1,30000,28.927,21568.136
2,3193,0,1,416704,21.817,12773.892
2,3491,0,1,14000,31.617,27298.52
2,3112,0,1,5000,58.446,33394.705
2,2987,0,1,17700,16.265,8084.61
2,3153,0,2,1000,43.835,25956.33
2,4250,0,1,33000,74.391,37866.842
2,4643,0,1,36000,71.578,41719.467
2,5549,0,1,786000,24.055,16211.348
2,6136,0,1,1317000,31.553,21443.343
2,3909,0,1,663000,58.69,41421.737
2,4832,0,1,195000,59.59,34048.36
2,4445,0,1,-26800,32.538,17845.98
2,6229,0,1,96500,10.613,6148.54
2,3839,0,1,105000,15.484,9536.375
2,6180,0,1,16000,14.163,11815.601
2,4373,0,1,8200,16.479,10260.293
2,5268,1600,1,65375,30.176,21160.54
2,4218,0,1,-47000,31.017,6660.272
2,6363,0,1,374000,28.466,19184.445
2,6597,0,1,45000,12.761,5671.426
2,5339,0,1,36500,13.669,10497.769
2,678,0,1,1679000,36.842,20918.178
2,264,0,1,162600,12.692,10300.775
