ER66001,ER66002,ER67883,ER70882,ER71485,ER71570,ER71571
2,9055,0,2,456300,22.727,9055.381
2,6366,0,2,45000,18.142,11225.914
2,7001,0,2,243500,26.491,11117.424
2,7790,0,9,403500,32.524,22609.612
2,1226,0,1,741500,25.199,20146.986
2,2489,0,1,25000,16.334,10092.721
2,7598,0,1,164000,60.003,43348.604
2,7517,0,1,-6500,16.801,11522.404
2,7540,0,1,51400,19.636,16058.859
2,6163,0,1,410000,27.398,21394.036
2,8173,0,1,-52800,14.746,13016.547
2,8856,0,1,0,16.14,8910.222
2,8171,0,1,-4200,14.785,13197.947
2,7567,0,1,66000,40.239,22031.402
2,5579,0,1,8514,33.805,24638.356
2,8739,0,1,-11000,10.396,7745.228
2,8018,0,1,1683,9.342,7426.574
2,1203,0,1,2524000,53.745,24967.452
2,2354,0,1,169000,52.971,26581.333
2,1444,0,1,45000,25.799,20239.889
2,3191,0,1,185800,43.686,25058.984
2,3592,0,1,134000,27.098,17208.742
2,8882,0,1,170500,31.382,36389.502
2,8290,0,1,-9000,10.25,11668.672
2,4174,0,1,1815,52.926,30560.39
2,5058,0,1,274000,23.907,24105.515
2,8241,0,1,73000,25.684,13192.671
2,5455,0,1,32680,26.617,17306.739
2,5404,0,1,110600,22.869,21688.005
2,5408,0,1,45200,52.543,31980.585
2,4113,0,1,0,27.057,28907.606
2,4608,0,1,-12000,24.947,15184.128
2,4749,0,1,101000,9.191,7001.672
2,8483,0,1,172200,15.032,12199.909
2,8548,0,1,100,9.866,5519.909
2,8057,0,1,25000,14.246,10701.66
2,5157,0,1,27000,13.145,13828.255
2,4581,0,1,0,9.811,4878.272
2,4671,0,1,-57000,26.593,19569.121
2,5864,0,1,-3200,2.354,1901.569
2,4842,0,1,96000,24.729,22579.18
2,8281,0,1,512000,28.272,28295.577
2,8289,0,1,352000,12.642,9393.302
2,7165,0,1,100,11.118,7733.339
2,5275,0,1,-91600,6.052,3100.937
2,941,0,1,501000,32.205,16727.285
2,408,0,1,1111000,21.115,16948.5
2,2385,0,7,78000,21.345,17504.532
2,1986,0,7,117000,3.828,4645.8
2,3399,0,2,146000,20.067,7381.265
2,3307,0,2,-264000,14.235,7531.775
2,2777,0,9,5,36.384,40626.307
2,2996,0,2,400,14.086,9065.335
2,3230,3500,2,6513,14.544,7656.963
2,907,0,2,1000,2.221,978.934
2,1551,0,1,0,18.582,6068.457
2,2323,0,1,-14000,5.568,2504.859
2,5366,0,1,-3700,84.471,49421.169
2,4789,0,1,2700,78.345,44939.936
2,8616,0,1,483500,32.222,15616.3
2,9380,0,4,637000,51.445,53242.523
2,5774,0,1,1402000,34.924,15509.395
2,4735,0,1,300000,20.028,8568.854
2,7852,0,1,3680,19.22,8083.435
2,6696,0,1,2233000,44.751,17752.629
2,5011,0,1,320000,23.811,13124.685
2,8855,0,9,642000,22.799,26008.103
2,8204,0,9,-38000,23.141,11377.31
2,441,0,1,132021,40.927,23116.966
2,4575,0,1,449500,29.344,14884.491
2,5032,0,1,490000,36.399,12153.357
2,7999,0,1,100,8.444,3853.322
2,6982,0,1,345000,15.528,6766.782
2,4948,0,1,-91000,16.423,5238.374
2,5410,0,1,2128000,24.587,10918.616
2,700,0,1,1270000,9.041,4789.771
2,2516,0,1,79000,23.451,16965.563
2,1464,0,1,4900,66.807,31953.702
2,1614,0,1,315000,16.04,10340.736
2,1185,0,1,123000,17.095,11655.325
2,1460,0,1,175000,29.086,11289.676
2,1105,0,1,148500,14.97,8274.974
2,515,0,1,192970,64.567,18520.381
2,8997,0,1,1034000,31.272,15694.735
2,1999,0,2,0,7.739,5113.871
2,2121,0,2,10000,2.075,1257.448
2,2325,0,2,-87000,2.717,1665.833
2,2019,0,2,130000,12.616,9009.717
2,1768,0,2,-14200,7.925,3694.073
2,616,0,1,1911500,44.246,21909.976
2,676,0,1,6895000,35.101,14182.412
2,308,0,1,52000,36.203,8918.015
2,794,0,1,229000,18.261,6591.897
2,1936,0,1,158000,42.178,27069.804
2,2850,0,1,760000,91.661,37732.769
2,3513,0,1,159000,42.31,39902.371
2,4516,0,1,656000,110.727,60636.076
2,8667,0,1,217000,25.204,16745.763
2,3889,0,2,0,62.649,28777.047
2,5162,0,2,-440,68.901,25799.969
2,4688,0,2,185700,44.637,16594.214
2,4422,0,2,0,66.748,36357.642
2,3946,0,2,-3000,55.883,48185.232
2,7576,0,2,2526,7.955,2448.46
2,4230,0,2,0,45.798,22914.151
2,4344,0,2,-8500,81.908,28866.152
2,5764,0,2,0,48.16,30472.302
2,7425,0,2,3000,32.079,7810.067
2,5673,0,2,0,21.633,11046.221
2,5427,0,2,-1500,14.947,4791.844
2,4676,0,2,-2100,22.946,14927.175
2,6767,0,2,0,70.585,34919.771
2,8901,0,2,129600,72.708,25623.873
2,4673,0,1,-26400,39.349,23063.2
2,7427,0,2,-799,20.172,11458.327
2,9375,0,2,-63000,31.575,15790.301
2,7796,0,2,-31999,26.747,16711.072
2,8630,0,2,73000,18.529,11210.503
2,8219,0,2,34532,25.633,6240.729
2,4739,0,2,3300,11.694,4760.474
2,7416,0,2,-17000,8.174,4583.724
2,4952,0,9,730,23.361,17712.008
2,6140,0,2,0,14.937,8374.344
2,5132,0,9,9350,14.162,8966.8
2,4522,0,1,299700,56.294,28252.732
2,8891,0,1,-37800,21.258,11798.072
2,4864,0,1,126972,32.323,21016.859
2,9565,0,1,-248924,23.131,12946.56
2,6811,0,1,178000,25.003,13890.222
2,3996,0,1,10000,26.242,17891.908
2,5678,0,1,15000,24.212,17972.141
2,6902,0,1,800,5.121,3282.23
2,7448,0,2,0,10.172,3675.956
2,578,0,1,237000,30.796,21571.574
2,248,0,1,725000,61.914,54117.685
2,776,0,1,48000,66.808,39103.718
2,477,0,1,1065482,29.641,14863.153
2,6897,0,1,11600,120.286,54348.868
2,8561,0,1,76200,41.418,33977.376
2,6872,0,1,24000,69.832,26880.763
2,8277,0,1,162500,16.92,6498.425
2,7983,0,1,710000,17.371,11502.088
2,8993,0,1,2520000,34.471,16031.058
2,6795,0,1,218000,44.612,24475.47
2,6544,0,3,141000,44.497,24943.406
2,5941,0,3,116000,40.293,19181.47
2,6190,0,3,77000,19.681,8981.147
2,6224,0,3,128300,19.259,6952.343
2,8007,0,1,945000,22.833,10384.872
2,8311,0,3,1220,12.152,5132.936
2,7189,0,1,235000,45.042,23412.132
2,8131,0,3,37900,36.458,23415.204
2,6394,0,1,26800,16.787,7820.959
2,6507,0,1,1300,44.134,17508.091
2,7595,0,1,19700,18.972,12860.382
2,6384,0,1,285500,23.468,13855.271
2,6293,0,1,25000,21.449,11895.927
2,3023,0,1,1632000,63.474,37148.141
2,3595,0,1,-2320000,61.863,39333.68
2,3130,0,1,-529500,32.624,35812.606
2,2979,0,1,226000,33.197,25289.552
2,3284,0,1,133500,20.223,20102.911
2,5839,0,1,11200,59.88,43259.744
2,5729,0,1,-5200,33.111,23074.175
2,7633,0,1,-10100,4.55,4523.304
2,6946,0,1,300000,7.057,3735.678
2,7352,0,1,52000,8.734,7804.501
2,7522,0,2,122750,8.34,3499.926
2,5852,0,1,-7900,13.887,7342.693
2,8268,0,1,-150800,9.886,7852.408
2,5954,0,1,124000,4.886,3899.081
2,9512,0,1,4980,8.939,6571.326
2,4055,0,1,257000,46.178,23053.17
2,5057,0,1,146500,26.951,20347.199
2,1162,0,1,232000,69.013,41051.916
2,1392,6000,1,61000,12.615,6907.022
2,1305,0,1,147000,34.101,25822.589
2,1236,0,1,95000,28.422,17467.476
2,1943,0,1,67000,18.208,9522.802
2,1211,0,1,536000,32.771,21578.09
2,1220,0,1,444650,32.809,21502.777
2,1378,0,1,31800,16.062,10640.303
2,1287,0,1,34070,16.127,8775.394
2,1191,0,1,122000,16.659,11791.468
2,1832,0,1,17000,15.973,9529.7
2,4484,0,2,-31000,4.213,2181.225
2,474,0,5,2236200,39.549,20632.913
2,8978,0,1,11500,74.152,49175.352
2,8310,0,1,265500,20.781,6172.227
2,6259,0,1,-76000,34.273,9601.059
2,3851,0,1,64000,19.248,10560.303
2,4061,0,1,775000,81.639,33782.307
2,6676,0,1,100000,36.922,22322.354
2,9182,0,1,9000,42.174,25346.809
2,4317,0,2,190150,120.541,41244.12
2,4321,0,2,200,113.863,40380.82
2,5977,0,2,3250,92.91,41082.049
2,8753,0,2,97000,71.617,33890.128
2,7721,0,2,161000,93.844,30003.364
2,7446,0,2,57000,96.497,18597.806
2,9531,0,2,16000,82.274,31342.113
2,8097,0,2,1900,81.54,31062.497
2,4142,0,2,0,13.145,6464.867
2,3972,0,2,-4498,57.562,29281.818
2,6759,0,2,211500,21.438,7654.124
2,1017,0,2,-6000,18.066,6675.276
2,4921,0,1,434500,82.877,61794.21
2,6698,0,1,525000,49.559,37717.53
2,8702,0,1,910000,47.099,33832.457
2,9103,0,1,76000,95.263,41669.299
2,9271,0,1,448400,66.876,31497.753
2,9009,0,1,122000,47.221,33919.733
2,3775,0,1,1090000,69.555,34908.139
2,4614,0,1,1705000,35.022,16200.556
2,4247,0,1,379000,31.036,18833.581
2,4053,0,1,1048000,31.525,20140.757
2,3807,0,1,-10600,34.736,16913.022
2,2834,0,1,408000,32.347,17761.378
2,2868,0,1,240000,29.543,18151.543
2,2872,0,1,464000,31.549,18081.294
2,3591,0,1,46000,34.883,19937.768
2,2775,0,1,75000,17.728,8697.078
2,2774,0,1,30000,25.074,8949.687
2,2731,0,1,67000,17.326,10744.805
2,3020,0,7,17150,11.166,6955.843
2,2730,0,1,9000,14.911,7314.839
2,2866,0,1,105500,15.934,12102.453
2,3737,0,1,41900,48.881,21815.933
2,2901,0,1,1374900,24.192,12060.72
2,2552,0,1,2600000,24.921,18745.458
2,3199,0,1,-80000,23.679,18038.391
2,8934,0,1,124261,64.032,31204.685
2,8884,0,1,436938,15.692,15756.874
2,6035,0,1,20500,21.589,17426.245
2,8768,0,1,1271692,16.58,12397.674
2,9594,0,1,90570,16.714,8816.109
2,6027,0,1,613100,5.74,4595.563
2,3181,0,1,414000,26.442,18515.317
2,3620,0,1,1341000,13.635,10256.433
2,980,0,1,633000,36.272,19542.443
2,844,0,2,57000,45.601,25125.853
2,440,0,2,-39985,76.784,26906.33
2,343,0,1,130500,5.874,5591.567
2,171,0,1,27100,3.04,2653.059
2,5627,0,1,219000,62.75,21794.28
2,6218,0,1,-13000,31.543,24508.123
2,7766,0,9,924104,52.676,15237.034
2,5264,800,1,1646200,59.134,25344.624
2,7760,0,7,500000,97.86,50883.153
2,6361,0,1,74400,119.409,50883.153
2,7398,0,1,579200,91.552,28685.272
2,5021,0,1,175400,25.967,23631.758
2,9444,0,1,1050000,16.231,12205.546
2,6969,0,1,-20200,70.126,56126.944
2,3422,0,1,312000,59.355,53310.695
2,3105,0,1,1271000,36.494,20038.175
2,6034,0,1,38026,84.945,37263.07
2,4524,0,1,36500,19.554,11927.042
2,4689,0,1,72400,86.516,31781.905
2,5305,0,1,60367,38.192,22850.045
2,6419,0,1,0,39.131,21739.079
2,4547,0,1,-85850,21.619,7516.144
2,5035,0,3,5000,53.706,45806.586
2,8789,0,1,3500,8.499,3878.26
2,8017,0,1,34800,17.913,11192.799
2,6178,0,1,884300,67.811,31913.68
2,4511,2000,1,218500,34.249,17817.965
2,6349,0,1,374600,17.568,17652.052
2,7867,0,1,24000,12.972,11556.528
2,7034,0,1,508000,51.665,29598.645
2,4326,0,1,39900,27.337,10636.12
2,7800,0,1,58900,23.499,12184.972
2,6941,0,1,440000,31.932,11874.852
2,6534,0,1,106600,16.206,8295.158
2,5054,0,1,302000,68.744,39382.841
2,5311,0,1,98200,69.634,19973.797
2,6277,0,1,1404000,15.949,12305.126
2,8433,0,1,181500,20.508,12429.137
2,8279,0,1,293000,22.175,9326.231
2,9290,0,1,330000,11.263,5223.305
2,8954,0,1,33000,11.397,8752.813
2,7065,0,1,-37000,17.897,12024.484
2,2205,0,1,500499,21.234,11111.322
2,1475,0,1,171500,19.317,10102.826
2,1189,0,1,1895000,37.617,18014.364
2,2936,0,1,32000,91.867,56108.739
2,2619,0,1,23015,43.114,46652.999
2,3486,0,1,39000,55.675,36617.548
2,3544,0,1,43000,63.272,41798.552
2,5176,0,1,353500,35.878,26402.216
2,9541,0,5,-17000,17.863,15810.026
2,4878,0,1,417000,87.279,43219.532
2,3932,0,1,132000,57.04,51064.851
2,4347,0,1,731500,14.4,20536.651
2,1238,0,1,285900,34.823,14548.846
2,1455,0,1,1607000,31.663,17431.336
2,2159,0,1,-1977,31.031,21443.279
2,2183,0,1,5500,32.024,6104.634
2,1685,0,1,593000,32.907,13748.341
2,2111,0,1,195000,32.277,11276.051
2,5129,0,1,265000,29.806,17832.751
2,4589,0,1,455000,32.574,19488.53
2,5698,0,1,-35700,13.286,7343.814
2,7798,0,1,22300,7.911,4724.685
2,7840,0,1,-36350,20.768,8766.611
2,5458,0,1,167000,26.293,15955.082
2,8685,0,1,1058000,29.223,10949.43
2,7907,0,1,603000,28.198,14529.521
2,9450,0,1,1850,66.007,34402.966
2,5578,0,1,-49091,28.403,19851.063
2,5286,0,1,5000,38.172,24964.172
2,9288,10000,1,27500,16.796,6062.996
2,9076,0,1,-204000,19.887,7457.439
2,4533,0,1,108000,22.007,12226.062
2,9064,0,1,6000,22.138,8265.57
2,9321,0,1,210000,22.347,16487.803
2,7284,0,1,-312200,3.902,1433.589
2,9297,0,1,459500,14.549,9480.157
2,8857,0,1,-27000,10.684,3856.859
2,4244,0,1,-133000,21.093,9377.903
2,1113,0,1,4375000,69.658,39906.468
2,2463,0,1,459000,33.339,24553.467
2,1619,0,1,-27800,35.135,16033.375
2,2818,2100,1,-3300,17.095,8869.934
2,3559,0,1,50,17.813,10586.489
2,3084,0,1,-5000,32.767,11671.004
2,1227,0,1,85575,33.782,18767.702
2,2421,0,1,87400,17.25,9535.162
2,1819,0,1,158000,17.145,7565.455
2,7429,0,1,2035000,68.401,34328.971
2,8760,0,1,4933000,34.834,19352.144
2,6304,0,1,1385500,34.724,18030.151
2,9041,0,1,362000,14.386,5371.239
2,6636,0,1,40000,31.911,18255.489
2,4655,0,1,647200,27.787,23223.575
2,6781,0,1,372000,16.194,9973.814
2,875,0,1,6878000,45.061,17661.876
2,404,0,1,822000,46.782,19596.764
2,588,0,1,80000,43.909,24352.569
2,95,0,1,100,45.103,20391.422
2,3733,0,1,-100000,33.159,18437.87
2,3194,0,1,24200,12.136,5021.878
2,3683,0,1,43400,8.441,5255.454
2,3448,0,1,119000,4.988,3823.346
2,3700,0,1,4512000,44.274,24492.185
2,2723,0,1,91000,40.842,32154.15
2,333,0,1,1305500,41.934,23768.011
2,8452,0,1,52000,21.152,12609.687
2,9346,0,1,63000,4.411,4086.654
2,3958,0,1,482000,8.32,12090.513
2,9286,0,2,2085000,25.704,6689.387
2,647,0,1,-8500,33.741,15784.67
2,5488,0,1,84350,70.107,31328.169
2,7336,0,1,700,51.736,21635.801
2,7188,0,1,88200,34.621,26649.324
2,7075,0,1,0,20.913,12089.024
2,6095,0,1,8000,17.862,11466.181
2,3134,0,1,-21990,22.505,22168.711
2,3123,0,1,4200,30.732,21634.868
2,2886,0,1,258000,14.518,10428.304
2,3132,0,2,5000,14.504,9529.543
2,4204,0,2,100100,1.143,654.412
2,4268,0,2,35000,0.48,248.481
2,9072,0,2,-28700,0.732,313.118
2,8274,0,2,0,0.35,246.924
2,3928,0,2,70000,0.519,360.789
2,6053,0,2,1550,2.161,1084.359
2,7629,0,2,111000,0.953,667.422
2,5933,0,2,18759,1.439,670.487
2,5970,0,2,0,1.024,462.458
2,7248,0,2,0,0.395,413.504
2,8403,0,2,80200,0.676,354.487
2,8248,0,2,15000,1.321,729.828
2,6029,0,2,22000,0.424,239.911
2,7138,0,2,30000,0.741,421.053
2,7084,0,2,-21500,0.878,403.519
2,6709,0,2,68000,0.477,248.918
2,8947,0,2,20000,1.067,486.749
2,7495,0,2,0,0.311,239.311
2,8202,0,2,12500,0.94,581.154
2,8203,0,2,6500,0.943,583.009
2,7389,0,2,2200,0.387,291.708
2,6088,0,2,0,1.004,570.019
2,7242,0,2,200000,0.884,560.633
2,8262,0,2,26025,0.775,404.252
2,9084,0,2,70500,0.841,277.214
2,8817,0,1,94000,12.808,7680.45
2,7707,0,1,75050,14.455,12772.269
2,6295,0,1,399600,27.982,12930.073
2,6478,0,1,4450000,16.667,9225.019
2,6449,0,1,1503000,20.469,6486.296
2,1253,0,1,275450,60.596,30411.812
2,1264,0,1,11500,64.109,30069.147
2,1567,0,1,158000,16.266,5188.295
2,1459,0,1,135000,19.303,7810.135
2,1251,0,1,1690000,30.326,14103.359
2,2155,0,1,58500,16.104,8901.592
2,1362,0,1,141000,24.257,17463.894
2,5193,0,1,66000,28.518,15442.284
2,5307,0,1,34600,62.086,40834.074
2,5743,0,1,-48700,24.616,21067.24
2,5866,0,1,0,74.237,43452.023
2,5994,0,1,144000,16.083,7339.09
2,6622,0,1,211000,5.189,2822.182
2,5944,0,1,0,32.093,20988.557
2,8969,0,1,0,28.617,9332.031
2,5958,0,1,-44800,11.447,5223.416
2,6249,0,1,-13300,15.739,12183.958
2,5823,0,1,-75000,16.015,3728.562
2,7727,5000,1,-47142,8.332,7862.179
2,5197,0,1,1500,15.796,11965.72
2,6085,0,1,135100,4.102,1769.17
2,5373,0,1,15000,6.462,3572.024
2,5858,0,1,-15960,20.141,11827.002
2,5690,0,1,64000,10.052,6704.687
2,6659,0,1,-62500,18.79,8354.014
2,6591,0,1,400000,7.155,4375.606
2,6421,0,1,-7000,14.675,11052.084
2,6066,0,1,-131200,15.338,8412.844
2,5618,0,1,-17700,17.647,14084.286
2,7190,0,2,7000,15.205,7924.502
2,6609,0,1,-90800,22.628,8168.418
2,4489,0,1,55400,14.686,8275.262
2,4574,0,1,958000,18.468,9592.284
2,9501,0,1,947000,29.82,16574.403
2,7498,0,1,8000,13.63,10609.662
2,6909,0,1,366000,28.514,21427.306
2,5519,0,1,382000,9.694,8809.592
2,8192,0,1,370000,9.152,5420.165
2,6324,0,4,1000,9.178,10900.035
2,7287,0,1,41000,13.81,12795.522
2,2120,0,1,410000,31.851,30453.846
2,665,0,1,345150,33.907,21663.884
2,4958,0,1,1255,53.632,48018.766
2,5184,0,1,33000,4.96,4117.667
2,1379,0,1,10526500,65.211,53777.022
2,2070,0,1,19000,33.402,22936.585
2,1910,0,1,229000,31.224,30737.164
2,3689,0,1,791000,50.107,20240.313
2,92,0,2,28000,8.557,4083.921
2,931,0,2,9000,4.067,1993.327
2,8021,0,2,86000,33.608,14534.464
2,4224,0,2,33000,39.099,20627.376
2,5494,0,2,20000,45.909,22244.806
2,4888,0,1,48228,73.536,29704.266
2,4847,0,1,212500,72.114,26440.029
2,8982,0,1,504000,49.688,31762.219
2,7043,0,1,3325000,8.132,5133.155
2,8030,0,2,62000,4.28,4708.51
2,6341,0,2,37216,3.849,3175.605
2,6964,0,2,26500,5.066,3503.966
2,9580,0,2,0,1.431,802.282
2,444,0,1,810000,31.346,12335.229
2,78,0,1,140000,15.918,8007.946
2,601,0,1,0,13.049,9729.036
2,589,0,1,22000,28.951,7707.873
2,49,0,1,302000,29.227,13301.957
2,63,0,7,679000,35.182,17501.778
2,258,0,1,63000,14.56,8622.34
2,185,0,1,145800,15.112,7824.221
2,1601,0,2,65000,136.264,43396.838
2,2001,0,2,124500,83.145,49438.535
2,1234,0,1,619000,43.218,20919.673
2,2201,0,1,175000,45.173,32949.242
2,1696,0,1,1510000,33.758,32308.003
2,4457,0,2,-100,45.191,15742.288
2,5707,0,2,-293000,27.185,8945.492
2,4446,0,2,0,55.128,30457.201
2,5192,0,2,-116368,13.884,3228.245
2,6970,0,2,0,47.852,23673.314
2,4464,0,2,402400,13.201,6910.767
2,4619,0,2,405000,19.781,7247.078
2,9368,0,2,63000,18.099,7872.047
2,1990,0,1,-1000,28.517,22015.716
2,2148,0,2,100,42.262,20791.418
2,1694,0,2,43000,86.35,23379.209
2,1632,0,2,15500,22.57,14603.221
2,1569,0,2,310000,43.895,23736.606
2,1630,0,1,21500,20.933,11712.105
2,1705,0,1,917000,7.573,6746.43
2,1229,0,1,304000,32.205,22254.545
2,1469,0,1,11638000,31.319,13119.315
2,1285,0,1,566000,27.995,13299.019
2,1677,0,1,28000,20.264,42550.252
2,2060,0,1,-15000,13.58,8390.982
2,250,0,1,2000000,95.962,47158.258
2,9509,0,3,73000,33.512,22079.011
2,5524,0,1,-10300,33.591,12704.529
2,5228,0,1,64000,42.082,23217.091
2,4166,0,1,88000,18.814,19656.496
2,4925,0,1,2700,17.668,10420.316
2,5535,0,1,-25495,35.695,23982.787
2,6930,0,1,614500,76.079,38148.725
2,6764,0,1,157000,33.482,13166.03
2,8683,0,1,-30000,27.72,15857.923
2,8562,0,1,-35500,14.622,5497.471
2,7808,0,1,5615000,29.385,11405.732
2,7909,0,1,248000,28.359,15681.525
2,7805,0,1,-5036,14.208,5578.979
2,6725,0,1,296500,15.179,6698.127
2,8214,0,1,209200,14.29,5158.507
2,300,0,1,40050,69.534,30161.534
2,429,0,1,193500,18.146,11561.852
2,699,3000,1,-40800,15.412,9557.69
2,4215,0,1,721000,59.538,21871.458
2,8824,0,1,134000,33.249,19770.302
2,5172,0,1,560000,35.637,17869.781
2,8641,0,1,460000,20.95,9314.724
2,4026,0,1,462225,31.912,13332.63
2,9407,0,1,277000,30.366,21385.425
2,4057,0,1,8200,29.876,19568.515
2,3890,0,1,100000,29.046,13417.67
2,5742,0,1,125700,14.593,6498.163
2,7146,0,2,0,47.423,19636.225
2,5171,0,2,0,34.879,25688.59
2,4477,0,2,650,31.67,25895.899
2,7291,0,2,17000,33.798,12564.717
2,9416,0,1,-21000,10.364,4464.05
2,9534,0,1,25080,9.462,4936.664
2,7288,0,2,-4000,24.682,14019.864
2,7518,0,2,-60400,42.74,17080.362
2,7402,0,2,17000,29.306,17731.332
2,6399,0,2,100,39.037,21079.372
2,6697,0,2,20000,12.782,6668.916
2,7205,0,2,7000,4.535,2834.429
2,3709,0,2,15000,52.049,18267.231
2,2763,0,2,177000,50.934,16342.249
2,3266,0,2,47000,36.458,22119.266
2,975,0,1,535500,63.806,37350.076
2,6651,0,1,2000,112.276,63298.188
2,7056,0,1,5001,38.355,35538.278
2,7557,0,1,6000,38.795,23042.787
2,1031,0,1,35000,33.567,14172.667
2,1046,0,1,53388,83.923,53197.843
2,1051,0,1,33000,9.303,5104.131
2,1953,0,1,78800,2.666,1584.158
2,3828,0,2,204300,11.147,3071.423
2,8766,0,1,106000,8.635,2526.797
2,4704,0,2,4400,7.278,2506.448
2,8787,0,2,200,4.498,1855.645
2,4415,0,2,100900,2.718,1082.128
2,6386,0,1,0,5.576,1803.93
2,2948,0,1,419000,87.5,59413.504
2,3441,0,1,-63600,37.553,25462.55
2,3312,0,1,46000,38.838,27234.658
2,3131,0,1,610000,38.047,25052.129
2,2938,0,1,740000,47.222,28647.497
2,8462,0,1,94000,122.856,53175.142
2,6467,0,7,635000,83.534,53020.742
2,9350,0,1,960000,50.81,16247.392
2,961,0,1,2000,26.564,20840.049
2,348,0,1,2575000,13.28,5897.292
2,2375,0,1,-740,28.215,12665.445
2,3426,0,1,370000,22.348,15847.027
2,7351,0,1,500,38.778,19363.395
2,30,0,1,325000,32.242,14040.741
2,413,0,1,-390000,23.909,8590.486
2,320,0,1,669500,48.313,14800.976
2,57,0,1,168000,47.949,25693.936
2,546,0,1,255000,23.463,11510.197
2,3563,0,1,539000,40.771,27389.038
2,2544,0,1,1058000,20.999,11806.953
2,7461,0,1,-9200,9.974,6652.607
2,9056,0,1,4500,9.171,5996.602
2,453,0,1,38900,26.767,17981.687
2,1906,0,2,107000,83.61,18569.868
2,1937,0,2,-30300,36.412,17148.175
2,1010,0,4,335000,14.798,13361.035
2,1869,0,2,1500,38.654,9127.546
2,3530,0,1,2000,52.124,25480.908
2,2952,0,1,-168000,14.179,9065.661
2,3626,0,1,-303000,14.793,9032.307
2,3223,0,7,458000,19.151,9308.866
2,2502,0,1,115800,27.089,8792.395
2,9111,0,4,268000,28.279,36083.311
2,9264,0,4,100000,27.078,49507.298
2,2092,0,1,-3460,29.026,19098.967
2,8784,0,7,81800,16.551,12498.206
2,6571,0,1,51000,22.135,13667.235
2,901,0,2,202000,26.305,18759.277
2,8673,0,2,4040,32.295,15720.823
2,8957,0,2,5999000,23.613,14286.834
2,195,0,2,15000,15.779,5872.82
2,779,0,2,12202,12.813,5229.795
2,2200,0,1,144000,24.209,16762.366
2,2237,0,7,158000,45.402,29328.088
2,1621,0,7,90000,23.187,10417.285
2,1962,0,7,-45313,15.888,6759.145
2,9079,0,1,247200,47.538,27178.116
2,238,0,2,65000,15.131,5090.109
2,9,0,2,149000,3.25,1866.724
2,437,0,4,327200,19.516,17969.31
2,830,0,4,302000,26.695,61073.861
2,873,0,7,10,26.998,17701.355
2,8736,6500,1,-28000,12.888,9789.212
2,3246,0,1,7000,27.79,18023.964
2,3409,0,1,4500,11.819,12450.835
2,4079,0,2,370634,40.062,17438.758
2,4274,0,2,5000,33.268,26472.725
2,8906,0,2,108000,37.934,17319.693
2,3997,0,1,-83000,24.696,10923.367
2,8606,0,1,338000,24.709,13676.46
2,7751,0,7,0,53.106,26633.82
2,9492,0,1,150020,27.423,12193.683
2,1012,15000,2,52000,26.288,9837.415
2,132,0,2,-53000,26.882,6245.781
2,2190,0,2,147500,8.387,2287.816
2,1150,0,2,13000,14.983,6520.351
2,1424,0,2,22300,11.917,2565.442
2,5766,0,1,79500,26.722,24712.009
2,7761,0,1,6070,27.945,8502.58
2,8242,0,1,175000,7.736,24030.374
2,7948,0,1,4500,14.873,7961.339
2,8174,0,7,-2687,3.721,1387.766
2,7016,0,1,85333,13.262,7642.086
2,8243,0,4,222000,14.433,14998.968
2,9326,0,1,90000,28.678,15309.823
2,8528,0,1,164629,27.203,25030.694
2,6490,0,7,68600,28.494,12355.169
2,9302,0,1,233000,14.076,7872.665
2,8633,0,1,26000,14.205,14510.631
2,178,0,1,374000,26.163,18843.011
2,3294,0,4,717000,45.219,54486.937
2,3465,0,4,115000,45.684,60061.018
2,2170,0,7,128500,47.233,45532.815
2,9556,0,7,1800,47.025,46405.428
2,3237,0,1,94000,23.128,13768.309
2,3282,0,1,13000,18.166,16346.755
2,388,0,1,-4791,30.825,21698.64
2,2851,0,1,8000,24.315,28256.998
2,3716,0,1,52000,36.868,30433.673
2,2990,0,1,610500,24.219,26009.599
2,9199,0,1,279000,49.498,45835.018
2,2217,0,1,300,9.848,6386.938
2,7605,0,1,10203,14.835,12233.901
2,9427,0,1,-53000,49.226,16989.593
2,9216,0,1,-45900,23.075,17333.745
2,2316,0,1,196650,33.46,30732.584
2,7237,0,1,734000,47.293,39975.848
2,7387,0,1,128000,31.257,32542.404
2,7342,0,1,131500,32.414,29112.166
2,7156,0,1,-223800,15.252,12700.014
2,8870,0,1,102500,44.544,33440.264
2,9128,0,1,1900,47.607,37806.122
2,236,0,4,1070000,46.436,55103.129
2,406,0,4,369000,45.379,63302.763
2,951,0,4,182000,45.651,63302.385
2,158,0,4,605000,45.894,54459.96
2,533,0,4,670000,24.116,30231.597
2,886,0,4,6500,48.41,62501.154
2,8874,0,7,100000,47.329,25871.942
2,2204,0,1,114000,47.641,42336.707
2,2518,0,1,15000,22.99,8578.923
2,9033,0,1,60000,41.145,40098.987
2,5783,0,1,78000,23.454,19625.27
2,9466,0,1,33000,24.839,15880.851
2,7746,0,1,164000,26.435,18957.729
2,8879,0,9,35200,23.479,11970.706
2,843,0,4,440000,46.11,59394.79
2,7681,0,1,72100,95.122,63309.898
2,6420,0,9,7300,47.868,31931.898
2,9468,0,9,68000,48.767,28188.123
2,2418,0,1,-1000,44.92,36202.987
2,757,0,7,50,24.433,14631.035
